,Tweet Content,tokens,clean_tweet,sentiment,sentiment_class,label,polarity,subjectivity
220,"""How can companies turn big climate pledges into real #ClimateAction? The changes required could be bigger than you think.

Find out more here: https://t.co/QN8pylA7aV
#Salesforce #SalesforcePartner #NetZero #NetZeroCloud #DigitalTransformation https://t.co/RykLRNhpL9""","['company', 'turn', 'big', 'climate', 'pledge', 'real', 'change', 'required', 'could', 'bigger', 'think', 'find']",company turn big climate pledge real change required could bigger think find,0.0,neutral,2,0.06666666666666667,0.3
221,"""@DrGCrisp @curryja My analysis shows roughly half of the CO2 emitted by humanity is absorbed by natural carbon sinks. 

If you aren't aware of this fact it's because many so called mainstream climatologists, media, and governments are being fed and/or feeding you disinformation.""","['analysis', 'show', 'roughly', 'half', 'co2', 'emitted', 'humanity', 'absorbed', 'natural', 'carbon', 'sink', 'aware', 'fact', 'many', 'called', 'mainstream', 'climatologist', 'medium', 'government', 'fed', 'feeding', 'disinformation']",analysis show roughly half co2 emitted humanity absorbed natural carbon sink aware fact many called mainstream climatologist medium government fed feeding disinformation,0.3612,positive,1,0.19666666666666668,0.44333333333333336
222,"""@BTCersforfuture @_ttk100_ the only real issue here is thinking a 180year timeframe is adequate to understand long term climate fluctuation""","['real', 'issue', 'thinking', '180year', 'timeframe', 'adequate', 'understand', 'long', 'term', 'climate', 'fluctuation']",real issue thinking 180year timeframe adequate understand long term climate fluctuation,0.2263,positive,1,0.16111111111111112,0.3444444444444444
223,"""@DavePSherry @craigthomler @aSinister @lheal @CorrectThyAre @markp1950 @AGW_is_bad @emilio97493490 @ImRusts @benmooreau @WeRone777 @ZorikaZr @gargantuandwarf @ScienceBlog3 @JustinTemplerSr @nonsequiturmeme @RichardSwan1982 @JafSupO @FreeSpeech4U_Me @KeillerDon @SniemN @WorkerHere @MartinBrampton @Fossil_Herb @JimBowersclimb @Royalacresrod @roger_clague @FBreject1 @Veritatem2021 @OzzmanOsgood @AirCop264 @BrockPhysicist @ejwwest @25_cycle @alison_pannell @BobPartridge16 @LesserMegadeath @Charlie43211234 @twit4thot @ammocrypta @Robertchef77 @DenisDaly @Dave_Likes_CO2 @SeanMcG53 @grumpynskeptic @balls95652097 @PeterWSinclair @MikeDel21893959 @FollowTheScien4 @Scizz8 Not advanced, just basic?

Basic spoiler alerts, nothing fancy? 🤣""","['advanced', 'basic', 'basic', 'spoiler', 'alert', 'nothing', 'fancy']",advanced basic basic spoiler alert nothing fancy,0.4939,positive,1,0.13333333333333333,0.2833333333333333
224,"""After Ethiopia started the #Green_Legacy  program, good climate changes are being observed in the country. #Green_Legacy   #500_Million__Saplings @wclimate @climate @ClimateReality @UNFCCC @IPCC_CH @theGCF @ClimateGroup @environmentca @ClimateCentral https://t.co/CXDGb7XFtI""","['ethiopia', 'started', 'program', 'good', 'climate', 'change', 'observed', 'country']",ethiopia started program good climate change observed country,0.4404,positive,1,0.7,0.6000000000000001
225,"""After Ethiopia started the #Green_Legacy  program, good climate changes are being observed in the country. #Green_Legacy   #500_Million__Saplings @wclimate @climate @ClimateReality @UNFCCC @IPCC_CH @theGCF @ClimateGroup @environmentca @ClimateCentral https://t.co/crqPCUJlxS""","['ethiopia', 'started', 'program', 'good', 'climate', 'change', 'observed', 'country']",ethiopia started program good climate change observed country,0.4404,positive,1,0.7,0.6000000000000001
226,"""After Ethiopia started the #Green_Legacy  program, good climate changes are being observed in the country. #Green_Legacy   #500_Million__Saplings @wclimate @climate @ClimateReality @UNFCCC @IPCC_CH @theGCF @ClimateGroup @environmentca @ClimateCentral https://t.co/Hb4DynrJ7w""","['ethiopia', 'started', 'program', 'good', 'climate', 'change', 'observed', 'country']",ethiopia started program good climate change observed country,0.4404,positive,1,0.7,0.6000000000000001
227,"""The EU-funded project @DISTENDER_eu focuses on another essential concept for our #MitigationWords campaign and, in general, in Disaster Risk Reduction. Have a look! 👇 https://t.co/sRJMBr4CHb""","['funded', 'project', 'focus', 'another', 'essential', 'concept', 'campaign', 'general', 'disaster', 'risk', 'reduction', 'look']",funded project focus another essential concept campaign general disaster risk reduction look,-0.7351,negative,0,0.02500000000000001,0.4
228,"""After Ethiopia started the #Green_Legacy   program, good climate changes are being observed in the country.
#No_More_Importing_Wheat
#Green_Legacy 
#We_Achieves_32.5 Billion
#Green_Legacy  #500_Million__Saplings @USEmbassyAddis @amnesty @USAmbUN @EUinEthiopia @VOAAfrica""","['ethiopia', 'started', 'program', 'good', 'climate', 'change', 'observed', 'country', 'billion']",ethiopia started program good climate change observed country billion,0.4404,positive,1,0.7,0.6000000000000001
229,"""@StephenWall1985 Top 14 won't last if all other all rugby outside of France dies (as your predictions state). Seems pretty shortsighted to believe it will last on its own island. A third of the players in the Top 14 aren't even from France.""","['top', 'last', 'rugby', 'outside', 'france', 'dy', 'prediction', 'state', 'seems', 'pretty', 'shortsighted', 'believe', 'last', 'island', 'third', 'player', 'top', 'even', 'france']",top last rugby outside france dy prediction state seems pretty shortsighted believe last island third player top even france,0.7003,positive,1,0.17857142857142858,0.31190476190476196
230,"""To me climate change ""business as usual"" and covid ""business as usual"" are both fuelled by selfishness and capitalism. Nothing changes if the bottom line is affected. No matter if our lives are in danger and even more so those of our children 😭 https://t.co/Z27RQTUYJ0""","['climate', 'change', 'business', 'usual', 'covid', 'business', 'usual', 'fuelled', 'selfishness', 'capitalism', 'nothing', 'change', 'bottom', 'line', 'affected', 'matter', 'life', 'danger', 'even', 'child']",climate change business usual covid business usual fuelled selfishness capitalism nothing change bottom line affected matter life danger even child,-0.765,negative,0,-0.25,0.25
